timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1456704148150260,-4,0,-9,1,2,1,36,7
1456704148150260,12,7,4,-2,-3,-3,-1,4
1456704148164266,-6,4,-5,4,1,1,-7,-3
1456704148164266,-4,-3,-6,-18,-5,-4,-14,0
1456704148171262,-4,-6,0,25,-2,-3,2,-2
1456704148171262,-5,-1,-14,-9,1,1,2,-5
1456704148187267,-1,-5,14,11,-2,-2,-20,-3
1456704148187267,-5,21,-38,1,-3,-2,0,-1
1456704148189262,9,-13,-25,-71,-5,-2,6,11
1456704148189262,-9,-12,29,57,2,0,-2,-5
1456704148201263,13,-5,-20,-16,0,-3,-12,-3
1456704148201263,-5,-13,25,-2,-4,-1,4,-3
1456704148210263,1,9,-27,34,-6,3,-1,-15
1456704148210263,-4,8,13,-68,10,2,-8,7
1456704148224814,1,-3,-63,-3,-11,-6,-4,-2
1456704148224814,-10,0,17,41,3,1,20,6
1456704148232280,1,-1,-9,2,-12,-1,-26,-1
1456704148232280,5,5,8,-23,8,3,19,-6
1456704148248391,37,-6,11,-38,-3,-8,-22,-7
1456704148248391,-20,-2,-11,-5,-3,-4,-34,7
1456704148254285,8,1,15,38,-1,5,33,-1
1456704148254285,-11,12,-22,-49,5,-3,1,31
1456704148262285,-8,-23,-17,9,-9,-6,-20,-14
1456704148262285,9,5,0,17,0,0,19,-8
1456704148271356,-6,7,42,94,3,1,23,8
1456704148271356,-5,-7,-36,-39,-4,-1,-16,-14
1456704148285396,-10,11,-10,-57,2,4,58,4
1456704148285396,5,3,20,10,0,-3,-11,-3
1456704148298474,-14,-16,-15,-13,-5,-4,-21,-9
1456704148298474,-4,12,-10,40,-10,-5,-2,1
1456704148308389,-21,-8,3,10,0,0,-9,-12
1456704148308389,12,7,4,-9,1,2,8,-3
1456704148314360,0,-11,6,-31,3,-4,-2,-2
1456704148314360,3,6,4,24,-2,0,0,-5
1456704148322290,-8,6,28,57,4,3,15,4
1456704148322290,0,-16,-23,-54,-6,-2,8,-5
1456704148330990,2,4,-11,-35,2,-3,-17,2
1456704148330990,-10,-21,12,22,-2,0,-9,-13
1456704148345544,16,28,0,27,-1,0,0,5
1456704148345544,-15,3,22,-12,1,2,8,6
1456704148351505,-7,-15,-19,3,-2,-4,5,-11
1456704148351505,-4,-1,1,-6,-4,-2,12,0
1456704148367506,-1,5,12,12,7,8,9,-8
1456704148367506,2,-7,1,4,1,-3,-20,-3
1456704148374499,5,7,0,-34,-5,-3,-10,3
1456704148374499,-41,-8,-17,31,-5,-2,21,-6
1456704148382500,5,-2,4,-14,-2,-2,-3,4
1456704148382500,-7,0,-2,6,1,-1,0,36
1456704148390499,2,1,1,1,4,0,-15,-33
1456704148390499,18,-5,10,-5,-5,-4,-7,-28
1456704148404711,4,-1,-4,-2,0,-1,-3,-9
1456704148404711,-30,-9,-1,-1,-2,-2,-2,-4
1456704148412501,1,-1,-2,-8,-1,-1,-5,22
1456704148412501,8,2,13,3,-2,2,-5,4
1456704148428215,-9,-5,-5,-5,0,0,3,-2
1456704148428215,19,6,3,8,-5,-3,-6,3
1456704148434429,-7,-13,-14,-8,3,1,6,-2
1456704148434429,2,4,11,4,-1,-2,-3,-5
1456704148451430,-12,2,-1,4,1,-1,-4,1
1456704148451430,6,-3,-5,-7,-2,1,3,-11
1456704148452430,-6,5,-3,-7,-2,-5,-7,-4
1456704148452430,3,-12,-7,2,-1,-1,2,-7
1456704148465431,-3,-3,14,-2,-5,-3,-5,10
1456704148465431,0,-3,0,3,-1,-4,-36,1
1456704148472431,5,1,-2,-6,4,7,83,4
1456704148472431,13,2,6,20,-3,-1,-4,6
1456704148488432,-27,-2,-16,-40,0,-1,0,6
1456704148488432,5,5,37,7,1,2,1,-12
1456704148494432,-6,3,-12,14,-1,-3,-40,1
1456704148494432,-1,3,-8,-16,-4,-2,-4,5
1456704148510764,-2,-9,4,18,0,-1,6,-1
1456704148510764,4,5,-4,-5,-2,-2,-2,-10
1456704148513436,-4,-2,6,-3,0,-2,-14,3
1456704148513436,5,-9,1,1,-2,-3,7,4
1456704148524956,-4,14,0,-1,-1,-2,-15,-8
1456704148524956,4,-15,-16,-1,-2,-2,1,2
1456704148531950,4,-8,2,-6,-4,-5,-8,-4
1456704148531950,-10,-4,-6,-2,1,0,17,-1
1456704148547459,26,20,-1,-1,-1,-1,-24,-8
1456704148547459,-3,-9,-2,3,3,4,16,11
1456704148553459,-15,-12,0,-7,-2,-3,-21,2
1456704148553459,1,-6,4,-5,-6,-6,-18,1
1456704148570495,-10,-1,-3,4,-1,-4,-12,-3
1456704148570495,12,11,-7,-4,-4,-2,17,-7
1456704148572478,-5,-4,4,-4,-2,-2,-22,-20
1456704148572478,0,-3,-6,0,0,0,-8,18
1456704148584465,-2,-4,24,3,-3,1,12,-1
1456704148584465,-4,-9,-44,-1,2,0,2,-9
1456704148591465,15,15,34,0,0,-1,1,3
1456704148591465,-1,-6,-16,-2,1,-3,-10,-7
1456704148607501,-5,-1,5,1,-2,0,12,1
1456704148607501,1,-25,-14,-4,-3,0,26,-2
1456704148613461,-16,-10,-3,-7,-5,-8,-12,-1
1456704148613461,9,16,2,4,2,1,5,-3
1456704148630978,-2,-4,-5,0,0,-2,-12,4
1456704148630978,13,12,12,0,0,0,41,7
1456704148632479,3,-3,-10,-3,-5,-1,0,1
1456704148632479,-15,-2,7,-2,-2,-2,-9,-2
1456704148645484,-5,-8,-9,-2,-2,-2,2,2
1456704148645484,-4,8,16,1,-3,-3,-23,-6
1456704148651764,-6,-8,-15,-6,1,1,-2,-2
1456704148651764,7,2,6,-2,-1,-3,-4,-1
1456704148667753,-9,-11,-30,-4,-3,-3,-1,-3
1456704148667753,-10,-1,0,0,-3,-3,-19,-13
1456704148673700,0,-1,0,0,0,0,5,11
1456704148673700,1,2,1,1,-1,-1,-10,3
1456704148691487,-3,-6,-6,-3,1,-1,15,-5
1456704148691487,10,16,16,-1,0,-1,-3,2
1456704148692488,-23,5,-20,-3,-2,-2,-6,-6
